host_since,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,latitude,longitude,accommodates,bathrooms_text,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,Bijlmer-Centrum,Bijlmer-Oost,Bos en Lommer,Buitenveldert - Zuidas,Centrum-Oost,Centrum-West,De Aker - Nieuw Sloten,De Baarsjes - Oud-West,De Pijp - Rivierenbuurt,Gaasperdam - Driemond,Geuzenveld - Slotermeer,IJburg - Zeeburgereiland,Noord-Oost,Noord-West,Oostelijk Havengebied - Indische Buurt,Osdorp,Oud-Noord,Oud-Oost,Slotervaart,Watergraafsmeer,Westerpark,Zuid,Entire home/apt,Hotel room,Private room,Shared room
2012,0,1,8,1,52.35531,4.90333,4,1.5,23,355.0,3,27,5.0,0,0.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,5,1,52.3907,4.90879,2,1.5,34,99.0,2,16,4.69,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019,1,2,7,1,52.365,4.87322,2,1.0,49,95.0,1,65,4.92,1,7.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,6,1,52.38995,4.88581,2,1.5,15,88.0,2,4,4.75,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,0,15,3,1,52.36477,4.90901,2,1.0,29,153.0,7,2,5.0,1,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,0,4,1,52.39425,4.90375,4,1.5,45,150.0,4,8,5.0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,0,1,6,1,52.34594,4.86081,3,1.0,10,150.0,2,32,4.87,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019,0,1,7,1,52.38132,4.80623,4,1.5,29,29.0,1,50,4.62,1,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,1,2,0,52.40243,4.91335,4,1.0,35,130.0,3,12,4.83,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,4,0,52.39905,4.92058,5,1.5,32,195.0,7,1,0.0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011,0,1,3,0,52.36121,4.90353,4,2.0,19,289.0,3,5,5.0,1,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,2,4,0,52.37348,4.84825,2,1.0,23,115.0,2,19,4.88,0,0.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,0,4,1,52.36781,4.85128,2,1.0,7,137.0,3,1,5.0,0,0.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,1,1,4,1,52.35274,4.8787,2,1.0,34,79.0,2,252,4.94,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,0,1,3,1,52.37447,4.89204,2,1.5,28,80.0,1,153,4.67,0,3.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,1,4,1,52.38277,4.87446,2,1.0,20,75.0,3,21,4.81,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,0,0,2,0,52.38202,4.87395,2,1.0,41,250.0,3,4,5.0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,1,1,6,1,52.36046,4.91517,2,1.0,24,150.0,1,41,4.95,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013,0,7,7,1,52.33163,4.88792,4,2.5,48,88.0,1,9,4.78,0,0.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,2,4,1,52.37056,4.88335,2,1.0,17,450.0,7,1,5.0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,0,3,1,52.35479,4.91183,3,1.0,34,195.0,2,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,0,5,3,0,52.34609,4.80854,2,1.0,24,190.0,2,0,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,10,1,52.38069,4.86826,3,1.0,59,91.0,4,127,4.75,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,0,2,6,1,52.36017,4.84902,2,1.0,31,75.0,3,19,4.79,0,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,1,1,6,1,52.36607,4.92669,4,1.0,28,102.0,2,76,4.97,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019,0,5,5,1,52.35473,4.8824,4,1.5,39,182.0,1,37,4.41,1,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2015,1,1,6,1,52.36601,4.88078,2,1.5,45,178.0,1,24,4.96,1,4.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,7,0,52.36441,4.93942,4,1.0,52,140.0,2,26,4.85,1,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,4,0,52.38508,4.90925,2,1.0,25,104.0,1,581,4.94,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,0,5,8,1,52.35006,4.84917,4,2.0,16,160.0,3,3,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021,1,1,2,0,52.32234,4.88198,2,1.0,19,79.0,1,31,4.55,1,6.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,6,1,52.36174,4.86483,4,1.5,27,250.0,4,15,5.0,1,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,3,9,1,52.35503,4.89936,2,1.0,38,93.0,3,193,4.96,1,4.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,1,1,52.36662,4.87476,2,1.5,17,143.0,4,2,5.0,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,4,1,52.37603,4.85861,2,1.0,19,100.0,3,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,4,1,52.36426,4.9424,4,1.0,32,110.0,3,19,5.0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,8,1,52.37369,4.90379,4,1.0,42,136.0,1,515,4.94,0,5.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,4,1,52.35674,4.99956,4,2.5,14,200.0,7,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,9,7,1,52.37766,4.84528,8,2.0,48,442.0,1,11,4.36,1,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,4,1,52.356134340310575,4.8289559789641885,2,1.0,8,105.0,1,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,1,2,5,1,52.37704,4.84606,1,1.5,26,74.0,3,38,4.86,0,0.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,5,1,52.38059,4.87171,2,1.0,33,136.0,3,4,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,0,22,7,1,52.364967,4.880611,2,1.0,27,50.0,2,18,4.5,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,7,1,52.35367,4.87141,5,1.5,23,350.0,5,16,4.94,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,1,1,5,1,52.39071,4.87792,2,1.5,44,140.0,3,26,4.96,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,0,1,4,1,52.36604,4.9402,2,1.0,35,175.0,2,25,4.68,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,8,1,52.37325,4.85107,4,1.5,27,229.0,2,11,4.82,0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,1,5,1,52.35784,4.90206,2,1.0,41,145.0,18,92,4.88,0,0.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,4,1,52.38981,4.96062,4,1.5,32,133.0,2,2,5.0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,1,8,1,52.34991,4.94026,2,1.5,17,75.0,14,139,4.67,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,0,3,6,1,52.37092,4.85316,1,1.5,19,50.0,3,35,4.49,1,2.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,5,6,1,52.367,4.8792,7,1.0,30,205.0,3,175,4.42,0,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1,1,3,0,52.38324,4.96243,3,1.0,39,75.0,1,39,4.82,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,1,3,0,52.37468,4.94674,4,1.0,21,156.0,4,11,4.91,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,1,0,8,1,52.3767,4.8919,2,1.0,41,103.0,2,281,4.83,0,4.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,1,1,6,1,52.35791,4.92193,3,1.0,51,114.0,1,5,5.0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,0,0,7,1,52.35083,4.92117,2,1.5,48,120.0,4,4,5.0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,0,1,7,1,52.3766,4.88167,1,1.0,32,111.0,7,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1,3,2,1,52.34244,4.85656,4,2.0,25,399.0,1,4,5.0,1,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,0,3,7,1,52.38482,4.91927,4,1.0,10,163.0,2,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,0,1,3,0,52.35278,4.91919,3,1.0,32,249.0,2,38,4.68,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012,0,1,9,1,52.38044,4.83816,2,1.0,25,90.0,3,90,4.79,0,2.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,5,1,52.37232,4.86289,2,1.5,43,120.0,2,27,4.7,0,0.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,3,5,1,52.35625,4.89323,4,1.5,45,232.0,2,535,4.94,0,4.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1,1,5,1,52.35654,4.89015,2,1.0,37,150.0,3,49,4.94,0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,20,2,1,52.36595,4.87906,2,1.0,24,60.0,2,15,4.2,1,4.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,1,1,6,1,52.35576,4.88881,4,1.0,39,250.0,1,36,4.92,0,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1,2,5,1,52.3793,4.8933,2,1.0,13,100.0,1,8,4.63,1,0.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,1,4,1,52.36827,4.87107,4,1.5,22,100.0,6,39,4.74,0,0.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,1,7,1,52.34424,4.89612,4,1.0,21,450.0,1,5,5.0,0,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,6,1,52.36321,4.93647,2,1.0,19,136.0,3,1,5.0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,4,0,52.3933,4.90705,7,1.5,53,400.0,3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,0,0,8,1,52.37166,4.8465,2,1.0,14,88.0,4,3,4.67,0,0.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,8,1,52.34075,4.94755,3,1.0,16,75.0,3,6,4.83,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,0,1,9,1,52.37145,4.90164,4,2.0,39,1190.0,1,18,4.88,1,0.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,1,5,1,52.35503,4.99792,4,2.5,40,204.0,6,10,4.2,0,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,5,1,52.35951,4.98009,4,1.0,16,80.0,2,7,4.57,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,8,1,52.36641,4.87983,2,1.0,8,90.0,2,278,4.69,0,3.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,0,9,1,52.34879,4.84801,2,1.0,36,68.0,2,53,4.91,1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2014,0,0,8,1,52.38577,4.87007,2,1.5,17,60.0,1,3,5.0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2019,0,0,5,1,52.3742,4.8793,2,1.0,20,131.0,2,27,4.67,1,1.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,0,2,7,1,52.34746,4.87559,2,1.5,19,62.0,1,471,4.43,0,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2016,1,1,7,1,52.31835,4.9898,2,1.0,39,65.0,2,41,4.9,0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,0,7,2,1,52.35647,4.93132,2,1.0,12,86.0,1,2,5.0,1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015,0,1,5,1,52.36685,4.91097,6,2.0,16,320.0,5,11,4.91,1,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,0,4,0,52.39189,4.87231,2,1.5,22,125.0,7,4,5.0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,0,1,4,1,52.37047,4.87464,4,1.5,42,179.0,6,30,4.79,0,0.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,2,4,1,52.37674,4.89224,2,1.5,32,90.0,2,165,4.84,0,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,0,7,2,1,52.38855,4.888612,2,1.5,32,217.0,1,8,4.63,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,1,1,4,1,52.3741,4.87786,2,1.0,27,111.0,2,73,4.74,0,1.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,2,6,1,52.36866,4.92071,16,2.5,20,843.0,2,113,4.81,0,1.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,0,8,1,52.35592,4.99837,2,0.5,29,76.0,2,6,4.83,1,0.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,1,6,1,52.3691,4.89036,4,1.0,45,156.0,3,64,4.8,1,2.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,1,1,7,1,52.36011,4.88851,4,1.0,13,107.0,2,98,4.58,1,3.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1,2,6,1,52.32727,4.94662,2,1.0,33,75.0,3,165,4.88,0,3.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1,6,1,52.36443,4.93467,2,1.5,23,131.0,2,5,5.0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,7,1,52.36416,4.89859,4,1.5,26,289.0,3,101,4.81,0,1.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1,1,8,1,52.36124,4.89053,2,1.0,22,106.0,2,62,4.81,1,0.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,2,4,1,52.36485,4.87546,4,1.0,20,170.0,6,59,4.86,0,0.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,1,4,0,52.36943,4.86574,3,1.0,19,195.0,1,9,4.89,0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,6,1,52.3607,4.85991,4,1.0,44,150.0,4,46,4.72,0,0.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,0,0,2,1,52.35553,4.86991,2,1.0,16,143.0,2,3,4.67,1,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,0,0,4,1,52.34577,4.84762,2,1.5,10,120.0,4,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,0,1,5,1,52.3532,4.92505,4,1.5,17,155.0,4,4,5.0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,1,2,5,1,52.373077,4.87708,2,1.0,34,106.0,1,144,4.85,1,4.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,7,1,52.35559,4.9337,4,1.0,35,185.0,6,9,5.0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2014,0,4,8,1,52.38388,4.78787,2,1.0,34,100.0,1,130,4.76,1,3.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1,8,6,1,52.38727,4.87643,2,1.0,8,89.0,1,72,4.79,1,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,0,13,8,1,52.41016,4.96369,2,1.0,19,87.0,1,377,4.85,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,0,2,7,1,52.38091,4.88837,2,1.0,24,133.0,3,301,4.91,1,5.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,3,1,1,52.41119,4.8931,2,1.5,23,53.0,2,96,4.33,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,2,4,1,52.35165,4.91358,4,1.0,51,161.0,2,66,4.77,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,0,2,5,1,52.38481,4.91342,2,1.5,34,121.0,1,8,4.88,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,1,2,8,1,52.36829,4.92378,2,1.5,36,110.0,3,342,4.93,0,3.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,0,3,6,1,52.36489,4.88376,4,1.5,31,200.0,3,14,4.86,0,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,1,3,0,52.35226,4.92884,1,1.5,30,55.0,1,8,4.88,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019,0,6,2,0,52.37133,4.83564,2,1.0,23,80.0,7,17,4.71,1,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2016,0,0,2,1,52.36267,4.90526,4,2.0,51,300.0,3,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,1,6,0,52.35059,4.8469,4,1.0,23,75.0,7,4,5.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,0,1,5,1,52.37779,4.87329,2,1.0,15,90.0,2,17,4.88,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,0,1,5,1,52.36108,4.90585,2,1.5,30,328.0,1,62,4.79,0,0.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,2,8,1,52.37525,4.84994,2,1.0,28,45.0,4,4,5.0,0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1,1,5,1,52.3777,4.8922,2,1.0,14,78.0,1,157,4.92,1,4.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,1,9,1,52.35361,4.8858,3,1.0,26,325.0,2,31,4.8,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2019,0,0,6,1,52.37404,4.90047,6,1.5,42,433.0,1,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,1,4,0,52.35013,4.88659,2,1.5,37,143.0,2,9,5.0,0,0.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,0,2,2,0,52.372997,4.870519,2,1.0,45,177.0,1,6,5.0,1,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019,0,2,7,1,52.366253,4.934817,2,1.0,19,57.0,1,91,4.7,1,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,0,1,3,1,52.3511,4.94085,4,1.5,47,150.0,4,11,4.82,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2015,1,2,4,1,52.35481,4.90078,2,1.0,24,68.0,1,540,4.87,1,8.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,0,1,2,0,52.34983,4.84614,3,2.0,35,175.0,2,5,4.75,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,0,2,8,1,52.38517,4.9561,6,1.5,45,239.0,5,14,4.79,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,2,6,1,52.31818,4.95891,2,1.5,32,50.0,1,206,4.78,1,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,6,2,1,52.36766,4.94757,2,1.0,31,201.0,1,29,4.76,1,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,1,1,6,1,52.36406,4.93973,1,1.0,15,61.0,4,225,4.88,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017,0,0,4,1,52.33701,4.93136,4,1.0,7,71.0,2,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2013,0,0,3,0,52.39282,4.91262,7,1.5,7,245.0,3,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
