latitude,longitude,host_since,amenities,reviews_per_month,number_of_reviews,host_verifications,host_total_listings_count,accommodates,review_scores_rating,minimum_nights,bathrooms_text,host_is_superhost,price
52.37225,4.85858,2015,25,0.0,0,3,2,2,0.0,3,1.0,0,240.0
52.36475,4.90731,2015,49,0.0,0,7,4,2,0.0,28,1.0,1,129.0
52.35533,4.89063,2020,13,3.44,14,2,0,2,4.64,3,1.0,1,75.0
52.38588,4.87574,2015,16,0.07,1,2,1,2,5.0,3,1.0,0,90.0
52.37711,4.8847,2017,15,0.13,6,8,1,2,5.0,1,1.0,0,175.0
52.38327,4.91446,2015,23,0.47,30,4,1,2,4.8,3,1.0,1,100.0
52.3785,4.85893,2016,36,0.91,48,3,1,4,4.79,2,1.5,0,175.0
52.36515,4.92487,2019,39,0.29,8,5,0,2,4.63,2,1.5,0,157.0
52.35251,5.00826,2015,19,0.57,18,7,1,2,5.0,3,1.5,1,75.0
52.36571,4.92649,2018,34,1.02,40,6,1,4,4.95,2,1.0,1,325.0
52.38416,4.87143,2014,17,0.97,66,4,1,2,4.67,3,1.0,0,98.0
52.37978,4.88445,2017,11,0.82,13,8,6,4,4.92,2,2.0,1,206.0
52.35589,4.87728,2014,40,0.6,48,4,1,4,4.77,4,1.0,1,300.0
52.37557,4.92019,2012,35,1.75,51,6,1,4,4.9,1,2.5,1,231.0
52.31458,4.98477,2016,25,4.88,14,3,0,2,4.86,2,1.0,0,49.0
52.39363,4.91097,2012,61,2.81,154,8,2,12,4.55,1,1.0,1,360.0
52.40845,4.90128,2013,45,0.29,13,2,1,5,5.0,3,2.0,0,250.0
52.36561,4.85101,2015,29,0.25,15,4,1,2,4.71,4,1.0,0,81.0
52.36846,4.888,2020,3,1.42,22,7,8,4,3.95,1,1.0,0,159.0
52.36342,4.88449,2021,16,0.0,0,2,0,4,0.0,1,1.5,0,300.0
52.29307,4.96851,2014,23,1.74,87,5,3,2,4.25,3,1.0,0,59.0
52.37249,4.87565,2015,20,2.59,188,4,2,2,4.9,2,1.5,1,99.0
52.37677,4.85017,2012,27,0.95,50,4,1,2,4.9,2,1.0,0,110.0
52.38462,5.01234,2013,23,0.45,41,3,2,4,4.65,2,1.0,0,90.0
52.3587,4.8601,2016,20,0.16,10,5,1,2,5.0,2,1.0,0,120.0
52.38468,4.81532,2013,34,0.47,42,4,1,2,4.85,2,1.0,1,65.0
52.37455,4.92243,2013,36,0.23,10,4,1,2,5.0,4,1.5,0,190.0
52.34476,4.89201,2016,37,2.34,150,3,1,4,4.83,2,1.0,0,55.0
52.37817,4.8474,2013,17,0.67,55,7,1,4,4.38,3,1.0,0,100.0
52.35725,4.89425,2016,14,3.64,166,8,1,4,4.24,2,1.0,0,214.0
52.35085,4.88949,2015,52,0.0,0,4,0,2,0.0,1,1.5,0,240.0
52.37898,4.87498,2014,20,0.14,7,8,1,2,5.0,4,1.0,0,174.0
52.38384,4.87303,2012,10,0.23,25,6,1,2,4.82,2,1.0,0,136.0
52.37272,4.90418,2012,23,2.84,300,8,1,2,4.88,3,1.5,0,125.0
52.361454,4.865255,2012,20,1.06,5,7,2,4,5.0,4,1.0,0,175.0
52.37204157134031,4.912048610919921,2021,10,0.0,0,2,0,7,0.0,2,1.5,0,300.0
52.38029,4.88731,2017,21,0.0,0,3,2,2,0.0,1,1.0,0,114.0
52.37558,4.83907,2014,26,0.51,12,6,2,2,4.92,4,1.5,1,115.0
52.3998,4.91349,2015,31,0.18,6,3,1,2,4.83,2,1.5,0,100.0
52.36697,4.86541,2011,12,0.26,8,8,6,2,5.0,1,1.0,0,165.0
52.38456,4.91668,2014,24,1.87,96,4,1,1,4.88,2,1.0,1,59.0
52.37838,4.86084,2012,15,0.14,12,5,1,2,4.75,5,1.0,0,85.0
52.35104,4.90813,2013,37,0.65,34,6,1,4,4.97,3,1.5,1,95.0
52.38087,4.78116,2021,28,0.44,2,1,0,5,5.0,1,1.0,1,361.0
52.40679,4.93145,2016,47,0.08,4,9,1,5,4.75,4,1.0,0,187.0
52.36665,4.8072,2014,40,2.18,111,7,1,2,4.98,2,1.0,1,28.0
52.41869,4.87983,2015,33,0.07,2,6,1,2,5.0,3,1.0,0,120.0
52.3798,4.88726,2013,18,1.25,123,8,1,3,4.73,2,1.0,0,264.0
52.37286,4.8495,2011,27,0.16,4,10,2,2,5.0,12,1.0,1,100.0
52.36441,4.88599,2014,37,4.08,341,5,1,4,4.91,4,1.0,1,155.0
52.38054,4.89153,2016,20,0.44,7,3,0,2,4.86,4,1.0,0,119.0
52.34973,4.87652,2015,36,0.73,47,8,1,4,4.87,2,2.0,0,250.0
52.30342,4.96759,2021,39,3.64,12,2,2,2,4.0,1,1.5,0,50.0
52.36963,4.87689,2014,30,3.57,15,3,1,2,5.0,2,1.0,1,150.0
52.37756,4.8496,2015,43,0.71,34,6,2,4,4.85,2,1.5,0,175.0
52.37588,4.87141,2014,23,0.27,7,8,1,2,4.83,3,1.5,0,183.0
52.34163,4.89884,2019,25,0.39,10,2,0,2,4.8,1,1.5,1,75.0
52.3684,4.94415,2015,16,0.45,27,4,1,4,4.75,2,1.0,1,149.0
52.37057,4.90594,2020,3,0.0,0,1,0,2,0.0,1,1.0,0,151.0
52.399006,4.894822,2014,18,0.0,0,7,5,2,0.0,1,1.5,0,904.0
52.37372,4.88825,2013,36,0.62,46,4,1,4,4.93,3,2.0,0,495.0
52.36597,4.92716,2012,27,1.0,62,4,1,2,4.98,2,1.0,1,175.0
52.35916,4.93348,2016,31,0.3,12,4,1,2,4.92,3,1.5,0,112.0
52.398655,4.905442,2015,40,0.0,0,11,35,8,0.0,3,3.0,1,500.0
52.37211,4.96944,2014,16,0.28,8,5,1,4,4.88,3,1.0,0,127.0
52.37938,4.87481,2018,17,0.39,15,7,2,4,4.87,2,1.5,0,250.0
52.36054,4.91984,2019,10,28.53,855,2,7,1,4.56,1,1.0,0,24.0
52.37511,4.88313,2018,31,6.71,300,7,1,2,4.88,1,1.5,1,76.0
52.37058,4.91107,2018,24,2.56,27,1,2,4,4.07,1,1.0,0,230.0
52.36947,4.84901,2014,49,0.27,1,7,0,2,5.0,3,1.0,0,130.0
52.37969,4.85383,2012,21,0.88,61,5,1,2,4.75,2,1.0,0,110.0
52.37228,4.91186,2017,40,1.01,22,8,2,4,4.55,1,1.5,0,248.0
52.37085,4.88212,2014,38,0.19,13,6,1,2,4.83,4,1.0,0,220.0
52.38581,4.91543,2014,26,0.38,10,3,1,4,5.0,3,1.0,0,115.0
52.36131,4.79003,2014,34,0.41,24,10,1,2,4.91,2,1.0,0,142.0
52.37846,4.88714,2019,31,1.5,27,7,1,2,4.89,5,1.0,1,140.0
52.38322,4.90311,2019,7,1.48,46,2,12,1,4.5,1,0.0,0,29.0
52.37824,4.88532,2012,18,5.46,574,8,1,2,4.87,3,1.0,1,85.0
52.36718,4.92292,2018,30,8.51,42,5,6,6,4.88,1,1.0,0,319.0
52.35501,4.89342,2018,20,0.17,6,7,1,4,5.0,1,1.5,0,636.0
52.30057,4.98696,2016,20,0.68,34,9,1,2,4.81,2,1.0,0,110.0
52.383793,4.902429,2020,41,0.0,0,2,0,2,0.0,1,1.0,1,861.0
52.36586,4.88085,2018,25,1.41,27,7,22,2,4.22,1,1.0,0,50.0
52.37889,4.93095,2014,25,2.57,208,8,1,2,4.77,2,1.0,0,75.0
52.35131,4.91388,2015,21,2.34,156,7,0,2,4.92,2,1.5,1,65.0
52.35984,4.85391,2014,31,0.16,5,5,1,4,5.0,1,1.5,0,200.0
52.41093,4.90415,2012,41,0.0,0,3,0,4,0.0,2,4.5,0,500.0
52.36214,4.87618,2015,10,2.5,126,8,1,2,4.64,3,1.5,1,79.0
52.35261,4.80676,2016,33,0.15,4,3,1,4,5.0,3,1.5,0,235.0
52.36414,4.98215,2014,26,0.25,1,8,0,3,4.0,3,1.0,0,236.0
52.38153,4.87691,2013,29,0.25,12,8,1,4,4.83,4,1.5,0,295.0
52.37169,4.86386,2012,10,0.97,5,6,0,2,5.0,3,1.0,0,75.0
52.35204,4.84581,2016,45,1.0,1,6,0,2,4.0,1,1.0,0,194.0
52.38493,4.91443,2011,31,0.05,1,7,1,4,5.0,2,1.0,0,120.0
52.37274,4.88085,2015,31,2.61,164,7,1,1,4.9,3,0.5,1,66.0
52.38277,4.9088,2012,7,2.35,4,10,0,12,4.75,2,1.0,1,557.0
52.37053,4.853,2019,19,0.64,20,6,3,1,4.05,2,1.5,0,70.0
52.37245,4.88869,2011,43,7.28,74,4,1,2,4.66,1,1.0,1,166.0
52.36708,4.83835,2017,27,1.6,43,8,2,1,4.91,1,1.5,1,56.0
52.36665,4.86482,2013,26,2.77,182,7,1,4,4.74,2,1.0,0,170.0
52.34516,4.86432,2014,42,0.75,49,3,1,2,4.86,3,1.5,0,100.0
52.34336,4.89532,2017,42,0.49,26,7,1,4,4.92,3,1.5,0,305.0
52.38211,4.87291,2013,12,0.78,61,7,1,2,4.67,3,1.0,0,80.0
52.35387,4.93661,2013,24,0.5,25,8,1,4,4.7,2,1.0,0,198.0
52.35852,4.93452,2013,35,0.19,12,4,1,4,5.0,3,1.5,0,200.0
52.364883,4.880225,2021,23,1.46,8,2,20,2,4.63,2,1.0,0,60.0
52.36412,4.88757,2012,33,0.66,60,4,2,4,4.72,3,1.0,0,299.0
52.35059,4.8469,2013,23,0.1,4,6,1,4,5.0,7,1.0,0,75.0
52.33484,4.93675,2015,19,0.03,1,4,1,4,0.0,1,1.0,0,250.0
52.34069,4.90603,2019,17,1.94,34,2,0,2,4.82,2,1.5,1,49.0
52.35115,4.90429,2015,9,0.07,1,5,0,5,5.0,2,1.0,0,175.0
52.379513,4.892358,2017,43,6.67,8,5,2,4,5.0,3,1.5,0,450.0
52.37266,4.89522,2013,41,0.5,41,7,5,1,4.73,60,1.0,0,136.0
52.37389,4.87324,2013,12,0.0,0,2,0,4,0.0,7,2.0,0,107.0
52.35378,4.88702,2016,29,0.61,33,7,1,4,4.75,4,1.0,0,175.0
52.36588,4.88101,2021,24,3.21,17,2,20,4,4.65,2,1.0,0,73.0
52.37103,4.89583,2016,25,1.94,130,3,3,2,4.5,1,1.0,0,62.0
52.39706,4.90846,2012,30,0.8,21,10,1,2,4.86,1,1.5,1,55.0
52.3985,4.91342,2014,29,1.98,123,3,1,2,4.95,2,1.0,1,80.0
52.36415,4.88719,2014,26,0.11,2,3,1,1,5.0,29,1.0,1,120.0
52.36924,4.86025,2011,68,0.6,48,5,0,8,4.65,3,2.0,0,325.0
52.34482,4.91168,2012,40,0.44,35,5,1,3,5.0,7,1.5,0,189.0
52.38079,4.88536,2012,40,0.99,109,5,0,2,4.68,2,1.0,1,150.0
52.37464,4.87285,2016,49,1.15,27,5,1,2,4.96,2,1.0,0,130.0
52.34036,4.90611,2019,17,2.02,34,2,0,2,4.62,1,1.5,1,37.0
52.38627,4.92254,2021,16,0.0,0,2,0,6,0.0,1,3.0,0,114.0
52.39713,4.9573,2016,50,0.1,5,4,0,4,5.0,7,1.5,0,150.0
52.34796,4.84755,2014,17,0.0,0,4,0,2,0.0,2,1.0,0,150.0
52.37107,4.8719,2013,12,0.06,4,3,1,5,4.75,3,1.0,0,179.0
52.37633,4.89509,2017,35,0.38,20,4,1,2,5.0,2,1.5,0,198.0
52.38031,4.88858,2018,20,1.9,54,7,1,4,4.72,3,1.0,0,164.0
52.35412,4.89504,2016,26,4.87,304,6,1,2,4.83,1,1.5,1,71.0
52.37226,4.84877,2014,10,0.39,10,5,0,2,5.0,2,1.0,1,150.0
52.36179,4.92923,2013,11,0.18,15,9,1,2,4.86,2,1.0,0,120.0
52.41272,4.95286,2017,33,1.37,39,8,1,4,4.92,2,1.0,1,97.0
52.36666,4.86571,2011,26,0.53,27,5,1,2,4.56,4,1.5,0,104.0
52.3754,4.86312,2015,32,0.36,28,4,1,2,4.85,3,1.0,0,200.0
52.37858,4.88217,2014,43,0.69,30,8,17,4,4.93,4,1.0,1,200.0
52.3647,4.9089,2019,29,0.27,3,3,15,2,5.0,7,1.0,0,151.0
52.37615,4.89001,2014,37,0.83,56,8,0,2,4.95,3,1.5,0,500.0
52.37214,4.82013,2018,24,0.22,7,2,2,2,5.0,7,1.0,0,100.0
52.3578,4.78678,2015,32,0.45,28,5,1,2,4.89,2,1.0,0,60.0
52.34254,4.85815,2019,26,6.49,8,2,3,2,5.0,1,1.0,1,180.0
52.35245,4.94198,2013,15,0.0,0,7,1,3,0.0,2,1.0,0,200.0
52.37059,4.90639,2020,2,0.61,6,1,0,2,4.33,1,0.0,0,83.0
52.35591,4.90813,2013,28,0.07,3,8,1,4,5.0,2,1.5,0,175.0
52.36229,4.90017,2014,36,2.6,169,9,1,3,4.86,3,1.0,1,149.0
52.38065,4.88742,2016,35,1.03,52,7,1,4,4.8,2,1.0,0,425.0
52.35601,4.90013,2011,26,0.5,36,4,1,4,4.86,2,1.0,0,250.0
52.38599,4.9174,2014,22,1.91,3,8,0,2,5.0,3,1.0,0,135.0
52.36728,4.88603,2014,12,1.72,116,4,3,2,4.83,7,1.0,1,165.0
52.36729,4.8939,2020,8,2.6,11,7,0,2,4.36,3,1.0,0,61.0
52.37495,4.84774,2012,15,0.08,3,8,1,2,5.0,2,1.0,0,140.0
52.35982,4.86042,2014,32,0.26,17,5,1,4,4.88,4,1.5,0,122.0
52.36465,4.89798,2016,32,1.25,21,3,2,4,4.86,2,2.5,0,440.0
52.39173,4.8855,2019,12,1.57,7,2,2,12,4.86,2,2.0,0,330.0
52.36522,4.87915,2021,24,2.92,15,2,20,4,4.73,2,1.0,0,73.0
52.37395,4.90862,2018,20,0.0,0,5,0,2,0.0,2,1.0,0,93.0
52.37066,4.87405,2012,35,1.87,169,8,1,2,4.92,2,1.5,1,110.0
52.34212,4.79794,2017,19,0.11,6,3,1,3,4.8,6,1.0,0,95.0
52.37356,4.89861,2018,15,1.92,73,7,2,2,4.75,3,1.0,0,99.0
52.38516,4.90316,2019,6,1.75,53,2,12,2,4.42,1,1.0,0,108.0
52.35475,4.89229,2014,27,0.5,37,8,1,2,4.92,2,1.0,1,170.0
52.37392,4.87251,2017,24,0.52,17,7,1,2,4.88,1,1.0,0,175.0
52.35229,4.81457,2013,45,0.87,46,5,1,4,4.65,7,1.5,0,175.0
52.36574,4.86059,2014,12,2.08,22,4,21,2,4.32,1,1.0,0,68.0
52.42397,4.88864,2013,39,3.1,317,9,3,2,4.51,3,1.5,1,69.0
52.38553,4.87906,2015,11,0.2,16,5,0,2,4.88,21,1.0,0,103.0
52.37724,4.87939,2019,46,1.0,5,7,0,4,4.8,3,1.5,0,350.0
52.38259,4.88534,2011,17,0.38,12,8,3,2,4.83,2,1.0,0,150.0
52.37478,4.83669,2015,52,0.43,19,8,1,4,4.84,3,1.5,1,250.0
52.34649,4.86306,2021,41,1.04,5,2,0,2,5.0,5,1.5,0,116.0
52.36075,4.89281,2015,25,0.12,3,7,1,2,5.0,4,1.0,0,121.0
52.35685,4.89652,2018,22,3.57,141,7,1,3,4.86,2,1.5,0,120.0
52.37265,4.83512,2018,19,0.04,1,2,0,2,5.0,5,1.0,1,49.0
52.36939,4.85912,2014,12,0.12,9,5,2,2,4.0,3,2.0,0,100.0
52.38079,4.85919,2017,20,0.96,23,8,1,2,4.96,2,1.0,1,45.0
52.35477,4.89782,2019,11,0.0,0,2,8,2,0.0,1,1.0,0,111.0
52.36625,4.91226,2014,11,0.59,1,6,1,2,5.0,2,1.0,0,190.0
52.36189,4.85787,2013,27,0.29,1,5,0,2,5.0,1,1.0,0,140.0
52.37047,4.84998,2013,28,0.35,22,5,1,2,4.95,3,1.0,0,149.0
52.3744,4.87698,2013,19,1.0,1,3,0,4,5.0,1,1.0,0,250.0
52.3727,4.8497,2013,16,0.04,1,4,0,2,5.0,1,1.0,0,106.0
52.353836,4.862289,2013,21,0.33,1,5,0,4,5.0,4,1.5,0,331.0
52.36505,4.85071,2015,41,0.09,3,8,1,4,5.0,2,1.5,0,150.0
52.35103,4.91967,2012,21,0.0,0,4,1,2,0.0,2,1.0,0,160.0
52.38071,4.85738,2014,22,0.83,50,4,1,2,4.85,7,1.5,1,90.0
52.37674,4.89624,2019,18,1.2,32,2,3,1,4.56,1,1.0,0,31.0
52.37131,4.85792,2016,20,0.0,0,7,0,2,0.0,2,1.5,0,204.0
52.38479,4.88057,2012,17,0.21,1,8,2,4,5.0,14,1.0,1,200.0
52.35266,4.92079,2017,12,0.0,0,2,0,2,0.0,4,1.0,0,150.0
52.35905,4.8571,2015,13,0.06,5,3,1,3,5.0,1,1.0,0,225.0
52.38333,4.89335,2018,20,0.96,26,2,20,2,4.85,2,1.0,1,176.0
52.35514,4.87259,2018,13,0.0,0,2,2,2,0.0,2,1.0,0,100.0
52.3645,4.88221,2019,8,0.0,0,2,718,2,0.0,1,1.0,0,209.0
52.35246,5.01017,2015,15,0.35,9,7,1,2,4.89,3,1.0,1,75.0
52.39266,4.8705,2013,26,0.07,2,4,2,2,5.0,3,1.0,0,120.0
52.36978,4.91791,2011,14,0.21,3,7,38,3,5.0,10,1.5,0,245.0
52.36321,4.93647,2014,19,0.04,1,6,1,2,5.0,3,1.0,0,136.0
52.361374,4.883171,2020,33,0.0,0,2,0,2,0.0,1,1.0,1,162.0
52.37426,4.89926,2016,19,1.6,109,8,16,2,4.76,2,0.5,1,104.0
52.34335,4.89481,2011,31,0.61,33,5,2,2,4.77,1,1.0,0,123.0
52.36874,4.86693,2012,30,0.13,4,5,1,4,5.0,2,2.5,0,300.0
52.37375,4.96838,2014,20,0.33,12,6,1,4,4.92,4,1.5,0,125.0
52.41833,4.90519,2014,57,0.25,19,4,1,4,4.67,4,1.5,0,180.0
52.39871,4.90244,2014,27,0.1,3,4,2,4,5.0,2,3.5,0,115.0
52.35122,4.84653,2019,23,0.07,2,2,0,2,5.0,3,1.0,0,165.0
52.35358,4.93097,2017,52,2.22,109,8,1,3,4.94,3,1.0,1,103.0
52.38909,4.87677,2013,28,0.24,13,6,1,2,4.77,3,1.5,0,60.0
52.36021,4.80662,2017,56,0.71,22,8,1,4,4.77,2,1.0,0,160.0
52.35764,4.9067,2013,27,4.31,354,9,1,2,4.81,3,1.0,0,125.0
52.3528,4.88847,2014,28,0.55,24,3,1,2,4.95,2,1.5,0,99.0
52.37994,4.88759,2012,36,0.88,53,7,1,4,5.0,3,1.0,1,449.0
52.35924,4.85837,2011,15,0.0,0,9,0,3,0.0,14,1.5,1,175.0
52.36022,4.91218,2020,16,0.4,6,2,0,4,4.67,3,1.5,0,180.0
52.34075,4.94755,2015,16,0.08,6,8,1,3,4.83,3,1.0,0,75.0
52.38277,4.87186,2019,28,1.37,42,2,1,2,4.95,2,1.0,1,80.0
52.39259,4.91565,2012,49,0.25,1,4,1,4,4.0,4,1.0,0,110.0
52.35963,4.94314,2014,45,0.84,54,6,1,2,4.74,2,1.5,1,80.0
52.37754,4.90699,2018,46,7.12,127,2,5,7,4.85,1,2.0,1,346.0
52.36831,4.89463,2015,1,1.15,33,4,35,2,4.61,3,1.0,0,61.0
52.37264,4.89288,2016,22,7.5,9,8,0,4,4.78,2,1.0,0,362.0
52.37443,4.85949,2015,27,0.41,17,5,1,2,4.88,2,1.5,0,104.0
52.37265,4.89006,2012,3,5.14,6,4,0,2,4.83,1,1.0,0,112.0
52.35099,4.89315,2014,46,9.17,11,7,1,4,5.0,3,1.0,0,130.0
52.3551,4.92993,2017,30,2.37,109,7,2,2,4.69,6,1.5,0,100.0
52.34995,4.89352,2017,33,2.78,5,6,2,2,5.0,1,1.0,1,50.0
52.35734,4.89731,2016,47,2.64,138,6,2,4,4.6,1,1.0,1,116.0
52.41859,4.87143,2017,37,1.0,50,7,7,6,4.84,1,1.5,1,145.0
52.37048,4.85848,2014,30,2.01,105,5,2,2,4.88,3,1.5,1,75.0
52.37109,4.929013,2018,12,4.67,214,5,2,2,4.68,2,1.0,1,54.0
52.37554,4.88149,2015,16,0.13,2,5,1,4,5.0,3,1.0,1,750.0
52.36066,4.87167,2016,24,0.62,37,5,1,4,4.72,2,1.0,0,188.0
52.36259,4.86327,2014,8,0.31,24,4,1,2,4.92,2,1.0,0,95.0
52.34336,4.89708,2018,25,0.31,12,2,1,2,4.75,2,1.5,0,80.0
52.37819,4.89192,2015,50,5.16,267,4,1,4,4.84,1,2.0,1,235.0
52.37787,4.85125,2017,14,6.26,293,6,2,2,4.68,1,1.5,0,55.0
52.37122,4.88211,2011,26,1.31,55,6,1,2,4.93,2,1.5,0,211.0
52.38001,4.88587,2016,25,1.34,73,8,1,2,4.75,4,1.0,1,85.0
52.37862,4.8865,2016,30,0.5,18,8,1,8,4.94,7,2.0,0,700.0
52.34438,4.90522,2015,45,0.09,3,4,1,4,4.67,2,1.0,0,200.0
52.37871,4.84688,2013,33,3.12,312,6,2,2,4.53,21,1.5,1,40.0
52.37285,4.83154,2017,17,0.14,3,7,0,2,5.0,1,1.5,0,125.0
52.35852,4.90919,2014,23,0.07,5,4,4,4,4.6,2,1.0,0,120.0
52.40108,4.89329,2012,61,0.75,18,10,0,16,4.89,2,5.5,1,730.0
52.37795,4.84358,2020,48,13.87,159,7,9,4,4.73,1,1.0,0,118.0
52.357578,4.899054,2021,45,0.0,0,2,0,2,0.0,7,1.5,0,275.0
52.36757,4.86833,2014,43,0.74,39,6,1,2,4.97,4,1.5,0,314.0
52.35654,4.89015,2015,37,0.7,49,5,1,2,4.94,3,1.0,1,150.0
52.3704,4.91955,2017,33,0.04,1,8,1,4,5.0,3,1.0,0,200.0
52.35868,4.91359,2013,29,0.93,53,3,1,2,4.75,2,1.0,0,159.0
52.36998,4.87264,2013,32,0.71,34,7,1,4,4.85,3,1.0,1,200.0
52.36423,4.86834,2015,14,0.72,37,3,1,2,4.95,4,1.5,0,99.0
52.35377,4.90116,2016,39,1.66,56,7,2,4,4.96,3,1.5,1,157.0
52.38308,4.88416,2014,21,0.82,72,3,1,2,4.92,3,1.0,0,136.0
52.39847,4.90785,2012,33,0.17,7,3,0,4,5.0,3,1.0,0,160.0
52.35155,4.9929,2013,55,0.28,15,4,2,6,4.87,5,4.0,0,448.0
52.37468,4.87818,2015,25,3.05,119,8,1,4,4.77,2,2.0,1,224.0
52.38169,4.89023,2014,38,3.69,170,9,0,4,4.86,2,2.0,1,220.0
52.36158,4.86101,2010,16,0.82,105,3,0,4,4.93,3,1.0,0,250.0
52.36107,4.92479,2014,15,0.06,3,5,1,4,5.0,3,2.0,0,105.0
52.374283,4.901814,2013,38,4.29,21,5,1,4,4.76,1,1.0,1,127.0
52.3879,4.87553,2019,8,0.07,1,6,8,2,3.0,1,1.0,1,103.0
52.35456,4.89645,2019,12,0.18,3,2,8,1,5.0,1,1.0,0,68.0
52.32171,4.97212,2014,18,0.74,50,7,2,2,4.44,3,1.0,0,59.0
52.35954,4.86128,2013,30,0.21,9,7,1,4,5.0,3,1.0,0,400.0
52.36295,4.86213,2015,6,0.79,38,6,1,2,4.58,2,1.0,0,120.0
52.35503,4.92613,2014,25,0.46,20,5,1,4,4.85,4,1.5,0,150.0
52.35128,4.85429,2014,31,0.46,26,8,2,3,4.88,8,1.0,0,180.0
52.34838,4.78878,2014,25,2.01,165,5,5,2,4.84,3,1.0,1,64.0
52.36177,4.92791,2015,25,0.55,21,3,1,4,4.95,2,1.0,0,250.0
52.37115,4.86696,2015,21,3.48,272,5,2,2,4.79,3,1.0,1,110.0
52.37309,4.90737,2019,21,0.13,4,7,2,3,5.0,3,1.0,1,138.0
52.35185,4.89663,2014,29,1.0,1,3,0,2,5.0,3,1.0,0,149.0
52.36791,4.87181,2014,21,3.83,221,8,1,2,4.9,1,1.5,1,100.0
52.36397,4.86027,2012,31,0.15,6,3,1,4,5.0,3,1.0,0,232.0
52.35687,4.91875,2011,39,0.19,12,9,2,4,5.0,20,1.5,0,110.0
52.34783,4.83652,2012,28,0.57,16,5,1,4,4.81,3,1.5,1,350.0
52.39333,4.91358,2014,44,0.91,81,4,1,4,4.84,2,1.0,0,160.0
52.36794,4.87251,2014,9,0.37,20,4,1,2,4.84,4,1.0,0,104.0
52.39896,4.90301,2019,42,0.4,2,2,0,2,5.0,4,1.5,0,114.0
52.40469,4.90798,2015,13,1.47,121,5,2,4,4.55,2,1.0,0,123.0
52.35551,4.89749,2013,32,0.25,11,5,2,4,4.82,2,2.0,0,175.0
52.36479,4.88033,2018,16,1.0,1,7,22,4,5.0,7,1.5,0,75.0
52.374493,4.948655,2016,29,0.64,39,3,1,2,4.92,2,1.5,1,125.0
52.3585,4.8551,2012,54,0.34,15,5,1,2,5.0,4,1.0,0,275.0
52.36122,4.97921,2015,19,1.88,70,3,1,2,4.62,1,1.5,0,55.0
52.37602,4.83898,2013,24,0.61,31,8,1,4,4.77,29,1.5,0,333.0
52.38205,4.85851,2021,10,1.0,1,2,0,2,2.0,10,1.0,0,90.0
52.3601,4.88193,2020,38,0.91,6,2,0,2,4.83,1,1.0,1,134.0
52.35123,4.86009,2015,36,0.66,51,4,2,2,5.0,3,1.0,1,139.0
52.37125,4.89474,2016,14,2.0,2,3,2,2,5.0,3,1.0,0,190.0
52.35208,4.90807,2014,28,0.33,5,8,1,3,4.4,3,1.5,0,69.0
52.37462,4.93523,2016,36,0.53,13,6,1,4,4.85,3,1.0,0,189.0
52.39205,4.92644,2016,39,0.17,5,9,0,6,4.6,3,1.5,0,450.0
52.39984,4.92056,2013,32,1.47,135,5,1,2,4.82,2,1.5,1,110.0
52.38563,4.88134,2012,19,4.0,4,7,6,2,5.0,3,1.0,0,80.0
52.36768,4.85106,2015,24,0.95,41,8,1,2,4.95,2,1.5,0,145.0
52.3645,4.86025,2014,5,0.12,2,5,0,2,4.5,4,1.0,0,71.0
52.36884,4.91788,2019,17,0.13,3,7,0,2,5.0,7,1.0,0,125.0
52.34773,4.80685,2017,20,0.0,0,3,5,2,0.0,2,1.0,0,350.0
52.32322,4.88,2013,16,0.07,1,8,1,2,5.0,3,1.0,1,65.0
52.37427,4.88327,2014,31,2.84,152,4,2,2,4.87,1,1.0,0,150.0
52.37004,4.86469,2015,37,0.49,26,4,1,4,4.88,2,1.5,0,260.0
52.35294,4.91728,2013,13,0.51,28,5,1,2,4.78,2,1.0,0,110.0
52.37113,4.91338,2012,16,1.83,140,8,4,4,4.46,3,1.0,0,181.0
52.37252,4.89583,2016,20,3.93,140,6,4,2,4.69,1,1.0,1,88.0
52.37209,4.89885,2019,25,0.24,7,8,7,6,5.0,3,1.5,0,339.0
52.3825,4.85645,2013,25,0.44,44,8,1,2,4.98,4,1.0,1,86.0
52.36253,4.91458,2016,18,0.12,2,3,1,2,5.0,5,1.0,0,199.0
52.29158,4.96788,2016,22,0.3,1,3,0,2,5.0,7,1.0,0,51.0
52.37957,4.86845,2013,20,0.59,55,4,2,2,4.48,3,1.0,0,125.0
52.37065,4.89467,2014,17,3.12,188,6,5,2,4.75,1,1.0,1,93.0
52.3541,4.8815,2012,23,0.51,55,8,2,2,4.96,2,1.0,0,140.0
52.32061,4.94373,2015,28,0.08,3,3,1,4,4.33,7,1.0,0,99.0
52.37003,4.89923,2016,32,6.65,367,7,1,2,4.9,1,1.5,1,95.0
52.36245,4.904,2016,21,2.92,190,6,1,2,4.81,3,1.0,1,70.0
52.35944,4.82482,2014,34,0.21,5,2,1,2,5.0,2,1.5,0,158.0
52.31954079968224,4.869607423233326,2021,51,0.0,0,8,0,2,0.0,7,1.0,0,99.0
52.35088,4.84972,2017,29,0.63,25,3,1,2,4.88,1,1.0,1,115.0
52.35784,4.90919,2012,22,0.32,18,3,1,2,4.94,2,1.5,0,169.0
52.36842,4.92438,2015,19,0.54,43,6,1,3,4.84,2,1.0,0,121.0
52.36401,4.86664,2014,41,1.07,4,8,0,2,5.0,3,1.0,0,150.0
